"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"
"Q9WVK8"	281475	159371	221520	197500	150095	221875	723633.333333333	502903.333333333	764393.333333333	623540	482563.333333333	855976.666666667
"Q5ICG5"	2727600	3626366.66666667	3186500	995190	2330800	1673266.66666667	2268200	2284200	2571700	1684963.33333333	1482413.33333333	2785066.66666667
"P30999"	702920	890580	713466.666666667	532640	876276.666666667	491600	597070	649683.333333333	647270	519513.333333333	297803.333333333	782513.333333333
"Q66L40"	298480	128930	184340	287840	223090	287390	510520	276420	420870	260500	347330	295070
"Q3TIU7"	6563100	5132833.33333333	5589666.66666667	3751066.66666667	6495733.33333333	4974800	8912633.33333333	10406900	8144833.33333333	7513600	5524133.33333333	9214633.33333333
"Q76LW6"	448090	370100	339670	181480	227540	273970	1689100	736100	1854900	969460	861690	1978400
"E9Q3M9"	433423.333333333	218753.333333333	323963.333333333	490050	886053.333333333	680640	128112.5	140760	128925	83161	84224.5	115041.5
"Q3TN93"	1931956.66666667	1930853.33333333	1986426.66666667	1206943.33333333	2284553.33333333	1243170	3679790	3848956.66666667	3320503.33333333	2032360	1549476.66666667	2659933.33333333
"Q8C7Q6"	NA	NA	NA	NA	NA	NA	142725.5	159575	144553.5	136747	80074.5	169852
"H3BIV5"	710672	281317.333333333	401846.666666667	1075813.33333333	1335310	1447480	1195056.66666667	1198526.66666667	850006.666666667	704393.333333333	867473.333333333	828326.666666667
"Q3V250"	783385	673190	637405	569745	826695	714735	1212420	1377830	1138580	901045	704895	1236410
"Q8BFP9"	155610	136271.5	128626.5	84125.5	101598	107882.5	321095	257405	279335	283540	194305	398355
"Q5SVY2"	12988433.3333333	12035700	11657200	5732300	9819200	7503866.66666667	16941000	21627333.3333333	10581800	25673000	25959000	9972200
"E9Q5I9"	295155	267100	198215	158705	137189	178175	425390	252090.333333333	385150	340333.333333333	243103.333333333	454066.666666667
"Q6P069"	1599850	1261165	1474340	908825	1056945	1102325	1902730	1584794.66666667	1917619.66666667	1671556.33333333	975655.333333333	1614510
"A0A140LJ04"	NA	NA	NA	NA	NA	NA	136249.5	145031	149699.5	98538.5	62288	175295.5
"Q9EQI8"	90322	92895.5	68513.5	60486	115271.5	72970.5	147387.5	170225.5	165280.1	237250	115060	201788
"Q8K0G5"	533710	408840	396530	257950	456830	358440	270225	228625	324350	179450	138955	193682.833333333
"O35682"	NA	NA	NA	NA	NA	NA	1173762.66666667	986453.333333333	1281734	535888.333333333	525245.666666667	1041936.33333333
"Q8BMS1"	4163066.66666667	4666833.33333333	3243766.66666667	1779263.33333333	2524063.33333333	2520736.66666667	3436033.33333333	3682666.66666667	3771566.66666667	2693400	1855676.66666667	3393533.33333333
"Q3TM37"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q149U2"	24898	8633300	NA	NA	NA	12204	NA	NA	NA	NA	NA	NA
"Q9D6F9"	92445000	64342000	83837000	36930000	72811333.3333333	48485666.6666667	106329666.666667	107741333.333333	108219333.333333	88006333.3333333	64116666.6666667	115705000
"Q9QXT0"	NA	NA	NA	NA	NA	NA	592945	428043.666666667	474781.666666667	594560	384618.666666667	628009
"F8WGG3"	170140	241720	139490	100390	146980	124080	NA	NA	NA	NA	NA	NA
"F8WHW6"	533773.333333333	459116.666666667	421646.666666667	430686.666666667	424763.333333333	471456.666666667	642280	593580	601213.333333333	695090	471100	817543.333333333
"A2A813"	3248000	3080000	2857800	1944100	3365900	1877800	1434036.66666667	1484946.66666667	1676786.66666667	825663.333333333	831113.333333333	1307156.66666667
"P37040"	1255870	1101393.33333333	1042010	683638.666666667	968040	820746.666666667	290603.333333333	297640	290083.333333333	178166.666666667	165723.333333333	280173.333333333
"Q99M71"	1882150	1883685	2109370	1712255	2806965	1238210	912690	1220132	866276.666666667	929896.666666667	446656.666666667	1256113.33333333
"D3Z5T2"	477040	515940	358990	277780	392420	316630	NA	NA	NA	NA	NA	NA
"Z4YKV1"	3040600	2173200	1857233.33333333	994000	1820966.66666667	1172586.66666667	2137666.66666667	1983930	2023600	1705036.66666667	1199483.33333333	2319506.66666667
"P11881"	510823.333333333	272653.333333333	589686.666666667	705976.666666667	820790	591303.333333333	2070400	2148466.66666667	2139033.33333333	1565266.66666667	1289350	2249533.33333333
"Q8K310"	2738710	3896400	2029053.33333333	2041746.66666667	3710700	2632850	2558833.33333333	2744266.66666667	2434933.33333333	1881966.66666667	1168130	2876266.66666667
"Q3U3C4"	185271.5	172369.5	180395	116099.5	201940	105904	NA	NA	NA	NA	NA	NA
"A2ALV3"	2671263.33333333	1948673.33333333	2914060	1711106.66666667	3135690	2087510	2140166.66666667	1900700	1400000	2759100	2482733.33333333	1677366.66666667
"E9QMC2"	647910	395686.666666667	373343.333333333	500710	792656.666666667	565916.666666667	1129103.33333333	1227943.33333333	995916.666666667	838716.666666667	755396.666666667	985933.333333333
"Q05DD2"	8096600	2458066.66666667	15597500	4021766.66666667	7924300	4265866.66666667	6721600	9690333.33333333	7802700	7148466.66666667	5110800	8540333.33333333
"Q3UK65"	655920	492780	503060	363190	302480	470300	545750	419366.666666667	541923.333333333	440306.666666667	333006.666666667	518320
"B1GX80"	1684900	987360	976260	443380	737010	703170	389535	405819	378115	257700	237355.5	324510
"A0A2I3BQ48"	125776	97109.4666666667	98848.3333333333	112353.3	140586.333333333	174960	132656.333333333	114276	116588.666666667	93848.3333333333	66187.3333333333	125510.666666667
"Q3THU8"	11238866.6666667	9783433.33333333	10000100	6903733.33333333	8305033.33333333	8017633.33333333	22067466.6666667	20327633.3333333	23094600	17525733.3333333	14591700	21905866.6666667
"A0A494B943"	NA	NA	NA	NA	NA	NA	378040	419680	403960	290870	183500	417870
"Q9QYS2"	367860	229820	377470	481560	462500	383270	2867733.33333333	3006800	2812733.33333333	2604166.66666667	1525823.33333333	3961666.66666667
"Q3TSD4"	148088.333333333	118603.333333333	134285.333333333	119412	255006.666666667	94666	98739.5	99568	129417.5	38605.5	68497.5	78458.5
"P12382"	3118700	2082233.33333333	2789333.33333333	1766600	2661766.66666667	1951233.33333333	2325433.33333333	1970266.66666667	2185400	1671733.33333333	1071283.33333333	2426000
"Q9EPN1"	798006.666666667	649000	620913.333333333	526850	688713.333333333	559040	758123.333333333	772836.666666667	763590	623980	463253.333333333	845316.666666667
"Q3TYL3"	1694133.33333333	1207933.33333333	1252943.33333333	988283.333333333	1910866.66666667	1125286.66666667	3710933.33333333	3226900	2889200	2540500	1968100	2808966.66666667
"Q80TS3"	27582	44461	26476	15548	34124	15827	95764	93286	87610	49946	37001	100030
"Q543S2"	29845000	21271000	22474000	18177366.6666667	20080333.3333333	21014133.3333333	60090666.6666667	62935333.3333333	58559000	40874666.6666667	29725333.3333333	65520000
"E9PW07"	109951.5	71572.5	70432.5	53962	82572.5	65927.5	197991.333333333	283103.333333333	173032.333333333	217214	134347	151328
"Q68FL6"	376076.666666667	439683.333333333	362180	300783.333333333	412650	333583.333333333	432933.333333333	462220	395830	361086.666666667	256156.666666667	479613.333333333
"F7APP3"	55882	50290	38569	59673	59392	55567	NA	NA	NA	NA	NA	NA
"A2AGN7"	662416.666666667	685130	570753.333333333	350473.333333333	631050	428120	869153.333333333	975130	806130	650803.333333333	447170	927873.333333333
"A0A140LJ59"	NA	NA	NA	NA	NA	NA	245650	295660	274270	200490	132500	286830
"Q8CGP2"	1332805	1876185	865985	1912645	1509405	2357820	2182599.66666667	1306486	730057.333333333	841302	472920.666666667	775860.666666667
"P08752"	9553966.66666667	6508166.66666667	5787000	3964270	4553126.66666667	5000506.66666667	8345433.33333333	7890066.66666667	8207600	5360366.66666667	4808733.33333333	8606666.66666667
"A0A087WQE6"	6294.6	NA	NA	NA	3281	3320.5	655150	541805	392610	752490	593620	314400
"Q9QUR8"	NA	4117.5	7430.6	1819.7	3894.9	4514.7	471153.333333333	362736.333333333	524873.333333333	285906	158067	494040
"Q545K5"	853945	2009850	980035	1062395	1707350	1147305	514745	683105	488970	647725	220287	834370
"Q3V2X4"	44257	38541	34151	48212	69175	39986	146091.5	146047	129887	147488.5	79017.5	160204
"Q922A2"	1553400	1198300	1568100	834406.666666667	1818033.33333333	998360	2192066.66666667	2497866.66666667	2454166.66666667	1609133.33333333	1034973.33333333	2440666.66666667
"E9PXS9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B1AWN6"	838044.666666667	418620.733333333	653168.333333333	509351.666666667	789965.666666667	479694.666666667	1063182.33333333	1274179.66666667	1113287.33333333	886274.966666667	609738	1240896
"P50544"	443780	536410	427500	197600	447370	245750	286309.666666667	217538	302703.333333333	235158	152731	320478.666666667
"Q3URE7"	33662	20655	38185	26474	34407	31716	NA	NA	NA	NA	NA	NA
"Q5DTI2"	2999566.66666667	2180133.33333333	3306066.66666667	2764066.66666667	4422633.33333333	2440433.33333333	6485833.33333333	6108400	7713533.33333333	4831933.33333333	3524033.33333333	8412766.66666667
"A0A0G2JGY9"	816010	901873.333333333	519653.333333333	1039950	1507533.33333333	1070066.66666667	1206050	1334433.33333333	974390	914333.333333333	608516.666666667	1038630
"Q91X95"	219440	168680	126250	114690	100320	135150	1293396.66666667	983626.666666667	1140720	960490	789683.333333333	1224843.33333333
"A0A1C7CYV0"	383530	329870	415820	191220	216430	205840	346180	276960	288180	360750	217250	344690
"Q99KC8"	490530	473100	413560	236100	428820	240820	123220	141170	137690	109000	70485	154720
"O35551"	NA	NA	NA	NA	NA	NA	164105	193556	155027	132534.666666667	111919	171769
"Q9D7X3"	1175905	1206290	1696105	864140	2067850	933185	888332	982074	919247.666666667	760548.666666667	530533.333333333	1153819.33333333
"Q3THL5"	49342	36924	39478	25118	46695	30248	NA	NA	NA	NA	NA	NA
"P20108"	5310550	4828320	4481266.66666667	2955486.66666667	5002743.33333333	4177496.66666667	8210500	8515656.66666667	8963066.66666667	5693433.33333333	4882700	7756103.33333333
"Q921L6"	3110000	3183000	2755200	2325800	3957600	2618400	1667156.66666667	1881273.33333333	1509963.33333333	1642386.66666667	1182183.33333333	1516350
"Q8K596"	962726.666666667	463386.666666667	844276.666666667	673216.666666667	904183.333333333	822320	1606170	1955466.66666667	1657186.66666667	1499700	1144086.66666667	1665800
"A0A0J9YUI1"	446945	407830	386480	270520	328315	304415	671916.666666667	431713.333333333	612836.666666667	511576.666666667	327026.666666667	648406.666666667
"Q6NXX6"	5530800	3581633.33333333	4063100	3260066.66666667	4108733.33333333	3965533.33333333	6473700	7071333.33333333	6241633.33333333	4432366.66666667	3907466.66666667	6395000
"Q8VIJ6"	1424760	2192433.33333333	899180	891176.666666667	1711090	1551973.33333333	1614773.33333333	1935330	1212966.66666667	1365616.66666667	851846.666666667	1709316.66666667
"A0A5F8MPC5"	321210	254795	308895	330345	395355	407170	488196.666666667	531873.333333333	453832	331640.666666667	303087.666666667	439940
"S4R255"	431666.666666667	334920	225926.666666667	185843.333333333	345876.666666667	250156.666666667	278070	242846.666666667	209211.666666667	183926.666666667	176660	166226
"A0A087WRC0"	1055763.33333333	878366.666666667	854433.333333333	680493.333333333	1089153.33333333	770726.666666667	1085580	1128556.66666667	1041890	961103.333333333	669456.666666667	1322433.33333333
"Q7GIP5"	54569	24766	36582	10379	8427.6	24025	477650	113980	324750	249720	341890	374140
"P06745"	10962433.3333333	8178533.33333333	9706066.66666667	5933433.33333333	7594866.66666667	7658500	8021333.33333333	8730366.66666667	6702266.66666667	7945266.66666667	7275000	5611333.33333333
"Q3UHK6"	361170	280680	207415	153491	348495	233500	37103	29268.5	34844.5	23556.85	20201	36982
"A0A286YEB7"	NA	NA	NA	NA	NA	NA	495682.5	499162	181862.5	659661	516153.5	212429.5
"A0A1C7ZMY3"	92395.3333333333	123481.666666667	80355.6666666667	97405.6666666667	162936	57817.6666666667	85226.5	124381	59248.5	108103.5	44189.5	124408
"P52760"	1348596.66666667	1429176.66666667	1418666.66666667	485399.666666667	876113.333333333	731470	1336975	1341805	1637355	1041520	852935	1190110
"Q3UPX0"	3247626.66666667	1054950	3309413.33333333	2804510	2827666.66666667	4694300	6289600	5570866.66666667	4369933.33333333	3082053.33333333	3336100	2804433.33333333
"Q14BI4"	33920	25397	26062	20501	43847	16015	19143.5	14387	25201.5	16203	6141.05	25816.5
"Q9DCN2"	80379	76062	46309	36558	64258	46293	1118933.33333333	539530	932240	783086.666666667	608696.666666667	893810
"Q9EQ80"	1220900	996185	995240	632825	962785	834895	1062443.33333333	1275073.33333333	1133636.66666667	788553.333333333	566730	1229643.33333333
"P60904"	391118.25	188687.95	319239.35	511550	688830	176741.05	1460516.66666667	1470790	686826.666666667	1723810	2104536.66666667	712970
"B7ZMV2"	28266	26502	19062	7037.5	15202	13334	234981.5	40779.85	168564.95	151881	86032.8	207662
"Q5SWR1"	3430600	2040833.33333333	2049400	1702446.66666667	1867063.33333333	2484500	4465600	3579233.33333333	3476633.33333333	4246466.66666667	4659233.33333333	3903700
"D3Z3S1"	463150	359645	345981	203903	374941	239997.5	35409	60360	34397	32725	25981	41168
"E9PZB7"	NA	NA	NA	NA	NA	NA	112110	84602	80254	120220	45177	176710
"A0A0G2JDM6"	66487	16046	32847	73864	49654	92286	358830	249845	295055	171220	188640	214125
"A0A5F8MPS3"	802080	703570	689380	491600	842010	640490	69312000	87556000	63671000	52710000	34362000	69893000
"Q8K097"	74896	51400	57274	3804.6	29881	20616	NA	NA	NA	NA	NA	NA
"Q8CAY6"	1250796.66666667	784943.333333333	1079980	597510	1042600	772963.333333333	1657630	1740086.66666667	1584846.66666667	1376386.66666667	969250	1358840
"A0A0R4J1X5"	495795	432725	368515	265665	616565	285420	NA	NA	NA	NA	NA	NA
"Q9DBE8"	652906.666666667	521053.333333333	406980	347226.666666667	576876.666666667	407613.333333333	862228.333333333	989862.333333333	907360.333333333	632001.333333333	516919	910206.666666667
"Q8BTS0"	2558466.66666667	3256733.33333333	2016900	1816766.66666667	2963966.66666667	2139466.66666667	2644133.33333333	3303466.66666667	2385366.66666667	2313933.33333333	1613953.33333333	3009766.66666667
"A0A1L1STE6"	9527566.66666667	7398566.66666667	8607033.33333333	3619900	8060833.33333333	6877966.66666667	7473433.33333333	6895466.66666667	7039500	5105200	5476600	7615433.33333333
"Q564E8"	1654813.33333333	1761073.33333333	1430270	965949.333333333	1995800.33333333	1184949.33333333	1870493.33333333	2076673.33333333	1658560	972186.666666667	735753.333333333	1688070
"A0A140LHL5"	10041800	2364100	16853333.3333333	3009500	5652200	3382766.66666667	12720466.6666667	13656966.6666667	17921000	9349700	7298533.33333333	17612400
"Q8CHX7"	310920	273620	270512.5	145011	235686	200488	65166	62471	69920	45515	36990	86080
"Q91ZP9"	624651.333333333	295797.6	377220.666666667	375707.966666667	685870	526877.666666667	456186	423866.333333333	458076.666666667	215854	309541	251776
"Q80WU9"	866716.666666667	206823.333333333	982700	1019043.33333333	1032880	1173800	1436910	1536060	1421826.66666667	631380	969166.666666667	844343.333333333
"Q3U5C0"	38437	12093	43093	2741.4	11222	15126	337325	354080	337020	305485	210270	429000
"Q8C3W1"	355786.666666667	255502	225965.666666667	68614.1	147780.333333333	118357.133333333	77571	95924	89006	114760	70387	133300
"P55144"	NA	NA	NA	NA	NA	NA	218930	309830	180610	223740	155360	221740
"Q3UN10"	456920	204240	288070	424700	643040	748990	374980	270289.666666667	264720.333333333	188860.333333333	260723.333333333	159414
"O88737"	3028700	2349466.66666667	2872033.33333333	2969400	6065600	2870000	5355466.66666667	5860566.66666667	4321000	4128400	2449500	5169800
"V9GXL7"	40289	144720	42886	39971	58326	19832	99732	108370	90179	84981	58044	106520
"Q9Z0X1"	257531.666666667	274450	228212	201360	233886.666666667	213961	1675940	1697220	1679600	1759690	1284490	1874920
"A2ANL9"	NA	NA	NA	NA	NA	NA	107200	119860	76476	65955	74516	80438
"Q99LC5"	1001876.66666667	875823.333333333	954846.666666667	428960	858580	614416.666666667	1094360	1170480	912040	885105	652370	935215
"Q3UWX7"	468148.333333333	551066.333333333	410111.666666667	255333.666666667	502124.666666667	346519.333333333	137030	136990	147180	87854	86580	139230
"D3YZU5"	217505	285730	147646	144039.5	378090	164680	80427	118060	87939	74469	30359	118630
"A0A0A6YXC8"	565233.333333333	533336.666666667	438120	240700	413493.333333333	293123.333333333	155624.5	250090	144719	157917	98537	162591
"A0A1L1SRG5"	2836140.33333333	820615	4410175	596477.166666667	1312243.43333333	1232570	1065309.33333333	1064559	1456728.33333333	712660.333333333	612477.333333333	1233113.33333333
"Q8C8H5"	1601400	1017600	1098500	747720	1129900	1083800	835576.666666667	856230	781650	780683.333333333	514483.333333333	1124270
"Q5ND25"	495170	442500	475960	202160	279780	267950	NA	NA	NA	NA	NA	NA
"Q3URG1"	6101000	2747900	6605466.66666667	2907100	4919300	3159933.33333333	4423966.66666667	4519366.66666667	3065600	4402533.33333333	4696300	3224733.33333333
"H3BJ02"	128470	132130	120640	77474	98896	69772	NA	NA	NA	NA	NA	NA
"Q91YP0"	77826	50549	39997	28134	81871	53337	270860	333350	310855	238755	130774	365990
"Q80TQ3"	1837366.66666667	731160	4330400	647143.333333333	1562200	843370	1124433.33333333	1636346.66666667	1435166.66666667	1106500	838763.333333333	1553800
"D3YTS4"	NA	NA	NA	NA	NA	NA	609190	514630	632080	517350	380130	576720
"Q810U3"	8729366.66666667	5191766.66666667	8642566.66666667	4381666.66666667	8540800	5097600	6197033.33333333	7041566.66666667	5866033.33333333	5129533.33333333	3493633.33333333	6833833.33333333
"Q4FJQ0"	1383916.66666667	896903.333333333	912220	590726.666666667	654110	800493.333333333	2438446.66666667	2602863.33333333	2504730	2228766.66666667	1668166.66666667	2630680
"Q91V38"	2660400	2626000	2170603.33333333	1498080	2249220	1489596.66666667	1836150	1837366.66666667	1765666.66666667	1472733.33333333	1090486.66666667	1667100
"E9QMK2"	636446.666666667	403593.333333333	646866.666666667	335186.666666667	559473.333333333	368680	1075673.33333333	1216033.33333333	1143260	727280	567353.333333333	964076.666666667
"E0CYQ2"	225520	206260	173650	117130	165320	141440	NA	NA	NA	NA	NA	NA
"A0A0R4J083"	1993080	1996373.33333333	1812960	791546.666666667	1638720	1106886.66666667	1012390	840526.666666667	980746.666666667	763673.333333333	610000	1036630
